ID,Name,Industry,Description,Year Founded,Employees,State,City,Metro Area,Total Revenue,Total Expense,Total Profit
338,Kayis,IT Services,Provides budget VoIP services and software for residential and business users.,2002,26,CA,Newport Beach,Los Angeles,10906488.88,1522773.8,9383715.08
339,Drilllane,IT Services,"A professional services company that provides IT, PMO and financial services to both the public and private sector.",2011,185,VA,Ashburn,"Washington, DC",12060068.95,1634849.58,10425219.37
340,Randrill,Health,"A medication management and patient support services company that assists with healthcare needs for chronically ill patients. It offers a variety of services such as medication management, packaging & delivery, transitional care and patient outreach.",2010,84,GA,Smyrna,Atlanta,9838569.04,6736520.83,3102048.21
341,Konkex,Business Products & Services,"Provides quality engineering, IT and business support professionals to organizations of all sizes and industries across the United States.",2011,56,PA,Cranberry Township,"Pittsburgh, PA",10962834.5,7412625.79,3550208.71
342,Techhigh,IT Services,"Provides hosted and managed voice, unified communications, contact center, and video communication services.",2011,28,OH,West Chester,Cincinnati,12378827.17,8093098.4,4285728.76
343,Zonunocom,Engineering,"A civil engineering and land-use planning firm specializing in residential, commercial, mixed-use and public works projects.",2010,25,WA,Kirkland,Seattle,14825380.65,3947800.6,10877580.05
344,Saltstreet,IT Services,"Provides IT consulting and outsourcing, application design and development, and graphic design and flash animation, and builds corporate portals.",2012,80,CA,Newark,San Francisco,10975423.53,7650551.42,3324872.11
345,Viatechno,Food & Beverage,"A restaurant specializing in Chicago-style deep-dish pizza, offering a wide range of fresh toppings and two types of dough, with several locations in the Bay Area of California.",2009,645,CA,Sausalito,San Francisco,10380209.75,1974401.86,8405807.9
346,Quocan,Advertising & Marketing,A digital and traditional marketing and advertising agency serving the automotive industry nationwide.,2004,40,SC,Greenville,"Greenville-Mauldin-Easley, SC",9776724.16,6902392,2874332.17
347,Acetrans,Insurance,"Supports independent insurance agents with technology tools and training for the sale of products for the senior segment such as Medicare Supplement, Medicare Advantage and Medicare Part D. It also provides third-party administrative services to insurance companies, including agent recruiting, application processing and lead management.",2011,64,PA,Harrisburg,"Harrisburg-Carlisle, PA",8614819.52,4299190.39,4315629.13
348,Sonredtam,Business Products & Services,"Provides RFID and barcode hardware and software as well as related services, including mobile device management, staging and deployment and wireless site surveys.",2010,37,GA,Suwanee,Atlanta,9612651.89,11170904.16,-1558252.27
349,Greenfan,Government Services,"Provides business and technical consulting and training, staffing, and IT services to the military, government, businesses, and nonprofits.",2013,35,TX,San Antonio,"San Antonio, TX",12228174.93,6776363.09,5451811.84
350,Sub-Green,Energy,Provides residential solar products and services to help homeowners conserve energy.,2010,987,CA,Torrance,Los Angeles,13759679.76,12168025.14,1591654.62
351,Matelectronics,Human Resources,"A staffing firm that places workers in IT, accounting and finance, marketing, and administrative jobs.",2010,137,FL,Boca Raton,Miami,14362739.93,3630315.71,10732424.22
352,X-Care,Consumer Products & Services,"A junk removal and moving franchisor. Each location provides junk removal, full-service moving, labor services, temporary storage and more.",2012,711,FL,Tampa,Tampa,5497571.97,1504239.97,3993332
353,Joblab,Government Services,"Offers integrated facility services, electrical design and construction, program and administrative support, and security services to federal government and commercial clients.",2012,250,VA,Herndon,"Washington, DC",12062850,2991670.99,9071179
354,Zenzootrax,Financial Services,"A national financial services company that serves high net worth and institutional clients. It is fully-capitalized by institutional investors and senior financial services executives who have no interest or involvement with its product selection or research, which eliminates conflicts of interest.",2010,289,IL,Chicago,Chicago,9296473.89,5313332.89,3983140.99
355,Fungreen,Logistics & Transportation,"A supply chain consulting and IT services firm that offers general business strategies designed to improve customer service, reduce waste, maximize efficiency and increase profits.",2013,179,IN,Carmel,"Indianapolis, IN",9422715.02,7900126.05,1522588.97
356,Goldenware,Human Resources,"Provides sales, marketing and ERP consultants to a variety of businesses across the United States.",2014,58,MA,Andover,Boston,9750535.85,2679754.49,7070781.35
357,Hotis,Security,Specializes in providing cloud-based security products used by organizations for enterprise-wide identity access and credentialing.,2012,18,NC,Raleigh,"Raleigh-Cary, NC",11078252.69,6860864.33,4217388.37
358,Damelectrics,Business Products & Services,"A strategy and design consulting firm that specializes in complex change management. Its services include strategic planning, change implementation and leadership training.",2012,36,DC,Washington,"Washington, DC",13727720.28,4457218.32,9270501.95
359,Cancone,Environmental Services,"Provides landscaping development, maintenance, enhancement and water management services for commercial and residential customers in Arizona and Nevada.",2010,70,AZ,Phoenix,Phoenix,13291770.38,6105017.03,7186753.35
360,Nimcare,Logistics & Transportation,"Executes transportation moves from one pallet to full truckloads, using both trucking companies and rail providers.",2012,28,OH,Columbus,"Columbus, OH",10628765.63,6100410.15,4528355.48
361,Ittech,IT Services,"Provides managed services, software development and strategy services to small and midsize businesses, with a focus on Google services such as Google Apps, Google Cloud Platform and Google Enterprise Search services.",2013,45,MN,Minneapolis,Minneapolis,7309640.66,7641322.09,-331681.42
362,Zun-Ex,Logistics & Transportation,A global freight forwarding and services network that provides freight management services and data transportation services on a global scale.,2013,14,NY,Valley Stream,New York City,15678035.22,7189557.36,8488477.87
363,Techis,Energy,"A ervice solar energy provider that offers complete in-house system design, engineering, construction, financing and customized project development.",2012,44,NC,Asheville,"Asheville, NC",12207522.35,2776287.65,9431234.69
364,Volzoom,Retail,"A click and mortar retailer of organic mattresses and bedding, sustainable bedroom furniture and air purification systems. It has seven showrooms across the country as well as an online store.",2006,27,ME,Kittery,"Portland-South Portland-Biddeford, ME",13985485.72,7166396.66,6819089.07
365,Saofintone,Financial Services,"Facilitates electronic payments for the property management industry, specifically for multifamily, single family, Homeowners Association and commercial markets.",2009,78,CA,San Diego,San Diego,11656682.32,3566624.32,8090058
366,Indigoit,Retail,Sells cosmetic products and provides hair and makeup tutorials through its website.,2011,15,MI,Jackson,"Jackson, MI",13784359.43,5970697.23,7813662.21
367,K-Tone,Software,Develops software to eliminate manual processes and improve operational efficiency for nonprofit organizations.,2013,26,SC,North Charleston,"Charleston-North Charleston, SC",11323623.9,5668837.1,5654786.8
368,Codelane,Advertising & Marketing,"A performance-based online advertising company that specializes in customer acquisition through all forms of digital traffic, from Web to mobile, with a concentration on incentive and content locking traffic.",2009,5,TX,Dallas,Dallas,13562691.1,6941997.7,6620693.39
369,Triotexon,Software,"A full-service mobile application and custom software consulting firm that serves Fortune 1,000 companies.",2011,96,FL,Tampa,Tampa,12693468.59,1620539.64,11072928.95
370,Streettaxon,Real Estate,A residential property management and real estate investment firm that manages thousands of residential rental properties throughout the Southeast and helps investors purchase residential properties and turn them into long-term rentals.,2009,34,NC,Cornelius,Charlotte,14311170.07,1305304.45,13005865.62
371,Dongreen,Consumer Products & Services,Generates qualified online customers for advertisers using proprietary quantitative analysis methods and advanced testing technologies.,2013,180,TX,Dallas,Dallas,11964486.29,3376391.9,8588094.39
372,Rehoting,IT Services,Collaborates with startups to build and scale their ideas. Clients include two Inc 500 winners: Nextlot and Reverb Nation.,2014,30,NC,Chapel Hill,"Durham, NC",9829549.43,6335634.17,3493915.26
373,Indiin,Real Estate,"Provides single-family rental real estate investment services, property management and tenant relation services to clients worldwide who are looking to build their residential real estate investment portfolios.",2011,47,TN,Cordova,"Memphis, TN-MS-AR",14390214.85,1461753.17,12928461.67
374,Kanlux,Software,Provides text messages and phone call services to businesses looking to enhance their software and website offerings. CDYNE offers communication as well as data quality APIs.,2000,77,VA,Chesapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",12693831.95,5757117.89,6936714.05
